undernourish%,undernourish(in m),m/s_finsec%,s_finsec(in m),m/s_finsec(in m),pcap_fprod,pcap_fsup,Mag,CPI,DisType,normalized
4.1,3.4,42.4,6.5,35.6,26.0,56.0,136547.11133922735,95.51296742,Flood,0.05591738934599322
4.1,3.4,42.4,6.5,35.6,26.0,56.0,136547.11133922735,95.51296742,Flood,0.05591738934599322
4.1,3.4,42.4,6.5,35.6,26.0,56.0,136547.11133922735,95.51296742,Flood,0.05591738934599322
4.1,3.4,42.4,6.5,35.6,26.0,56.0,136547.11133922735,95.51296742,Flood,0.05591738934599322
4.1,3.4,42.4,6.5,35.6,26.0,56.0,216987.0,95.51296742,Flood,0.0888860836587924
4.1,3.4,42.4,6.5,35.6,26.0,56.0,136547.11133922735,95.51296742,Flood,0.05591738934599322
18.4,6.5,49.95274745026416,4.43831881996944,13.76277599622209,18.6,48.0,136547.06919742428,87.46993221,Flood,0.05591737207396256
18.1,6.9,48.1374625202172,4.710973101238075,14.674396129134948,33.5,50.0,136547.05711567972,92.6696698,Flood,0.05591736712219858
17.4,6.8,46.86261866710106,4.793401542123505,15.037972422226055,34.8,50.0,136547.05352342204,94.3490925,Flood,0.05591736564989364
15.9,6.4,43.5985949732037,4.862484485234911,15.332090554235894,26.0,40.0,136547.05588219414,95.51296742,Flood,0.05591736661664829
-1.8197773666910662,0.03136117686167239,6.6,0.1,0.3,63.1,40.0,136546.85422893078,90.46017931,Flood,0.055917283968040646
16.12987886746101,17.680757436622372,12.9,0.1,1.1,6.7,24.0,17900.0,92.6696698,Flood,0.0072892720031706385
14.362622269314665,15.10294592087434,14.2,0.2,1.2,6.4,30.0,136546.93646198255,95.51296742,Flood,0.05591731767167191
16.67102544361864,22.10386476021142,8.6,0.7,5.2,15.6,12.0,136546.94831882106,87.46993221,Flood,0.055917322531257
16.67102544361864,22.10386476021142,8.6,0.7,5.2,15.6,12.0,136546.94831882106,87.46993221,Flood,0.055917322531257
16.67102544361864,22.10386476021142,8.6,0.7,5.2,15.6,12.0,136546.94831882106,87.46993221,Flood,0.055917322531257
4.480514753953111,10.580849260733082,7.6,0.7,4.6,23.1,50.0,136546.90053920134,88.57345288,Flood,0.055917302948538736
1.7983380575542531,8.076763996802372,7.5,0.7,4.6,22.5,60.0,27560.0,90.46017931,Flood,0.011248471752995119
1.18941587335018,7.320275434739585,7.2,0.7,4.4,21.4,61.0,136546.88836411483,92.6696698,Flood,0.05591729795851809
3.4315797880777463,9.111353577767577,6.7,0.7,4.0,21.4,51.0,136546.89405095766,94.3490925,Flood,0.05591730028929933
13.43140456426603,17.55870637799381,6.3,1.2,3.8,21.9,11.0,136546.9286777994,95.51296742,Flood,0.05591731448128517
13.43140456426603,17.55870637799381,6.3,1.2,3.8,21.9,11.0,136546.9286777994,95.51296742,Flood,0.05591731448128517
13.43140456426603,17.55870637799381,6.3,1.2,3.8,21.9,11.0,136546.9286777994,95.51296742,Flood,0.05591731448128517
7.526273940212622,16.507500927438343,2.6,0.5,3.3,4.6,48.0,136546.89853981862,87.46993221,Flood,0.05591730212908164
9.841155030071398,18.459317143719005,2.7,0.5,3.4,5.2,39.0,18481.0,88.57345288,Flood,0.0075273977852253
12.430954897234438,20.482384505691744,3.2,0.7,4.0,5.2,28.0,136546.9204539686,90.46017931,Flood,0.05591731111070661
17.7208223224397,24.928291963044376,3.2,0.9,4.0,3.3,8.0,109672.0,92.6696698,Flood,0.044902489336596324
2.8,3.6,3.4,0.8,4.3,2.1,10.0,32382.0,94.3490925,Flood,0.013224792787534833
2.8,3.6,3.4,0.8,4.3,2.1,10.0,10883.0,94.3490925,Flood,0.004413319141419254
2.8,3.6,3.4,0.8,4.3,2.1,10.0,23764.0,94.3490925,Flood,0.009692661996231793
3.2,4.0,3.8,1.2,4.8,1.9,11.0,28548.0,95.51296742,Flood,0.011653408539002012
11.2,1.1,35.6,1.3,3.5,10.3,35.0,136546.9924187357,92.6696698,Flood,0.05591734060582957
11.2,1.1,35.6,1.3,3.5,10.3,35.0,136546.9924187357,92.6696698,Flood,0.05591734060582957
4.524787729887501,-3.0526726727193694,26.518928256553867,2.0723162427890944,5.397676326933301,92.4,19.0,136546.93076717464,87.46993221,Flood,0.055917315337626144
-12.181541164777839,-7.640673430379977,2.1,-1.23982929249917,0.4,81.6,60.0,397488.0,90.46017931,Flood,0.1628653294189444
-1.5337936187694834,5.686150357431936,2.1,-2.218199453643785,0.4,37.3,55.0,331425.0,92.6696698,Flood,0.13578907547767582
-1.1581743804097635,6.176440738013107,2.7,-2.015303679282762,0.5,27.7,62.0,136546.85168657548,95.51296742,Flood,0.05591728292604349
21.5,10.3,50.7,7.2,24.3,7.0,14.0,136547.14637474358,87.46993221,Flood,0.055917403705476355
21.5,10.3,50.7,7.2,24.3,7.0,14.0,20432.0,87.46993221,Flood,0.008327024981074942
21.5,10.3,50.7,7.2,24.3,7.0,14.0,103770.0,87.46993221,Flood,0.04248352485176568
23.3,11.4,54.8,8.8,26.9,7.0,7.0,136547.1754677029,88.57345288,Flood,0.05591741562937255
23.3,11.4,54.8,8.8,26.9,7.0,7.0,136547.1754677029,88.57345288,Flood,0.05591741562937255
25.1,12.6,60.9,10.9,30.6,2.5,8.0,55028.0,90.46017931,Flood,0.02250637017206125
24.7,12.7,64.4,12.0,33.1,2.1,39.0,136547.21233602212,92.6696698,Flood,0.05591743074003924
24.7,12.7,64.4,12.0,33.1,2.1,39.0,136547.21233602212,92.6696698,Flood,0.05591743074003924
24.7,12.7,64.4,12.0,33.1,2.1,39.0,136547.21233602212,92.6696698,Flood,0.05591743074003924
25.6,13.5,67.7,13.1,35.6,2.4,43.0,232028.0,94.3490925,Flood,0.0950507134141868
26.9,14.4,69.5,14.0,37.4,8.2,36.0,154390.0,95.51296742,Flood,0.06323038730892046
17.446384329642363,18.233448693349224,12.3,0.2,0.5,12.2,13.0,136546.93985460227,92.6696698,Flood,0.05591731906215422
36.3,1.7,80.7,1.8,3.7,3.7,15.0,136547.15441033427,88.57345288,Flood,0.055917406998903754
26.364003222880854,14.934680956131931,37.4,1.3,2.5,9.5,8.0,151027.0,94.3490925,Flood,0.06185204478732007
40.2,9.7,85.40918007596736,6.006513028076653,11.896366654931136,10.6,38.0,136547.19036585017,87.46993221,Flood,0.055917421735453395
47.4,12.8,59.6,2.7,16.1,2.1,27.0,136547.1461642293,94.3490925,Flood,0.05591740361919602
48.5,13.4,61.1,2.8,16.9,3.8,24.0,443086.0,95.51296742,Flood,0.18155389983224635
16.0,2.7,78.1,8.0,13.1,11.4,65.0,485939.0,87.46993221,Flood,0.19911741814272546
16.1,2.8,79.2,8.4,13.6,26.9,47.0,136547.14849371777,88.57345288,Flood,0.05591740457394862
16.6,2.9,80.3,8.8,14.2,26.1,44.0,136547.15684592398,90.46017931,Flood,0.05591740799714248
16.8,3.1,78.8,8.8,14.3,26.6,45.0,60622.0,92.6696698,Flood,0.024799099302549667
16.8,3.1,78.8,8.8,14.3,26.6,45.0,25660.0,92.6696698,Flood,0.010469747164520324
16.8,3.1,78.8,8.8,14.3,26.6,45.0,37320.0,92.6696698,Flood,0.015248657007476166
17.6,3.3,79.9,9.2,14.9,23.5,33.0,136547.1678007403,94.3490925,Flood,0.05591741248702924
17.6,3.3,79.9,9.2,14.9,23.5,33.0,77813.0,94.3490925,Flood,0.031844917408060294
17.8,3.4,81.3,9.8,15.5,23.3,19.0,136547.1839472851,95.51296742,Flood,0.05591741910477211
3.8,1.1,17.4,2.4,5.3,3.1,12.0,136546.963758128,87.46993221,Flood,0.05591732885913487
3.5,1.1,15.1,2.1,4.6,2.6,28.0,136546.94381630904,88.57345288,Flood,0.055917320685879734
3.5,1.1,15.1,2.1,4.6,2.6,28.0,136546.94381630904,88.57345288,Flood,0.055917320685879734
3.5,1.1,15.1,2.1,4.6,2.6,28.0,20486.0,88.57345288,Flood,0.00834915715358949
3.5,1.1,15.1,2.1,4.6,2.6,28.0,43580.0,88.57345288,Flood,0.01781434959897733
3.2,1.0,15.1,2.1,4.7,7.5,30.0,136546.9395841879,90.46017931,Flood,0.05591731895132353
3.2,1.0,15.1,2.1,4.7,7.5,30.0,78810.0,90.46017931,Flood,0.03225354288948628
3.2,1.0,15.1,2.1,4.7,7.5,30.0,37944.0,90.46017931,Flood,0.015504406556533151
2.7,0.9,15.1,2.1,4.7,9.1,37.0,74296.0,92.6696698,Flood,0.030403457209288793
2.7,0.9,15.1,2.1,4.7,9.1,37.0,117492.0,92.6696698,Flood,0.04810755580073996
2.6,0.8,14.9,2.1,4.8,8.4,26.0,136546.94063304522,94.3490925,Flood,0.05591731938120299
2.6,0.8,14.9,2.1,4.8,8.4,26.0,136546.94063304522,94.3490925,Flood,0.05591731938120299
2.6,0.8,14.9,2.1,4.8,8.4,26.0,38171.0,94.3490925,Flood,0.015597443652103561
2.6,0.8,14.9,2.1,4.8,8.4,26.0,136546.94063304522,94.3490925,Flood,0.05591731938120299
15.786154580373038,16.54752214283,15.4,2.0,5.0,8.6,22.0,136546.96138331864,95.51296742,Flood,0.05591732788580727
15.786154580373038,16.54752214283,15.4,2.0,5.0,8.6,22.0,136546.96138331864,95.51296742,Flood,0.05591732788580727
15.786154580373038,16.54752214283,15.4,2.0,5.0,8.6,22.0,136546.96138331864,95.51296742,Flood,0.05591732788580727
15.963672839345817,16.753086943181195,15.4,2.0,5.0,8.6,22.0,30344.0,95.51296742,Flood,0.012389508202633974
15.786154580373038,16.54752214283,15.4,2.0,5.0,8.6,22.0,136546.96138331864,95.51296742,Flood,0.05591732788580727
11.691297166442807,17.98580539633692,24.314302954288184,5.472283703551343,26.133483022491088,1.4,49.0,136547.05475819504,94.3490925,Flood,0.055917366155971586
3.4,0.6,32.3879245646417,3.2717281638877163,12.76799715766073,18.5,66.0,136546.9906991611,87.46993221,Flood,0.05591733990105325
3.1,0.6,30.911987220856496,3.337349390271809,12.901775841253276,17.9,60.0,136546.99102739955,88.57345288,Flood,0.05591734003558343
3.4,0.7,30.376667205059213,3.7272574263267213,13.668053643060105,15.5,53.0,136546.99852572195,92.6696698,Flood,0.055917343108808706
5.6,1.1,30.473957326482868,3.957962878226371,13.229323389023929,15.2,31.0,136547.01318954185,94.3490925,Flood,0.0559173491188493
5.6,1.1,30.473957326482868,3.957962878226371,13.229323389023929,15.2,31.0,136547.01318954185,94.3490925,Flood,0.0559173491188493
9.2,0.4,41.2,0.3,1.9,2.5,15.0,136547.0175533767,94.3490925,Flood,0.055917350907389037
10.1,0.5,45.3,0.3,2.1,3.0,20.0,136547.0269338955,95.51296742,Flood,0.05591735475204201
10.1,0.5,45.3,0.3,2.1,3.0,20.0,136547.0269338955,95.51296742,Flood,0.05591735475204201
5.0,6.1,25.6,4.4,31.2,6.9,9.0,60979.0,87.46993221,Flood,0.024945417554173614
5.8,7.1,24.3,4.1,30.0,7.8,21.0,322162.0,88.57345288,Flood,0.1319925881813379
5.8,7.1,24.3,4.1,30.0,7.8,21.0,136547.07352560954,88.57345288,Flood,0.055917373847891125
5.8,7.1,24.3,4.1,30.0,7.8,21.0,22329.0,88.57345288,Flood,0.00910452000441004
5.8,7.1,24.3,4.1,30.0,7.8,21.0,136547.07352560954,88.57345288,Flood,0.055917373847891125
5.8,7.1,24.3,4.1,30.0,7.8,21.0,127234.0,88.57345288,Flood,0.052100363664382816
6.1,7.7,23.0,4.2,28.7,7.8,28.0,57675.0,90.46017931,Flood,0.023591256480320604
6.0,7.6,23.0,4.6,29.0,6.1,30.0,136547.06162189646,92.6696698,Flood,0.05591736896909425
6.0,7.7,24.6,4.9,31.3,7.6,27.0,34620.0,94.3490925,Flood,0.014142048381748828
6.0,7.7,24.6,4.9,31.3,7.6,27.0,136547.07607964997,94.3490925,Flood,0.05591737489467749
6.0,7.7,24.6,4.9,31.3,7.6,27.0,397450.0,94.3490925,Flood,0.1628497549271749
6.1,7.8,26.1,4.8,33.7,7.3,11.0,136547.0999118777,95.51296742,Flood,0.0559173846624363
6.1,7.8,26.1,4.8,33.7,7.3,11.0,136547.0999118777,95.51296742,Flood,0.0559173846624363
5.5,0.2,27.5,0.2,0.9,48.1,31.0,136546.9351144903,92.6696698,Flood,0.05591731711939541
4.0,0.1,26.2,0.2,0.8,61.4,50.0,85984.0,94.3490925,Flood,0.035193842993548476
3.6,0.1,25.7,0.2,0.8,62.5,52.0,136546.90598561493,95.51296742,Flood,0.05591730518077884
3.6,0.1,25.7,0.2,0.8,62.5,52.0,136546.90598561493,95.51296742,Flood,0.05591730518077884
3.6,0.1,25.7,0.2,0.8,62.5,52.0,423250.0,95.51296742,Flood,0.17342401512856948
4.4,1.6,28.0,2.6,10.2,27.9,24.0,136546.99018585877,94.3490925,Flood,0.055917339690673695
4.4,1.6,28.0,2.6,10.2,27.9,24.0,136546.99018585877,94.3490925,Flood,0.055917339690673695
11.417123567599429,19.865101786215618,20.069858270743282,4.810756113938292,25.63491295657752,9.1,44.0,136547.04045312855,87.46993221,Flood,0.05591736029296789
10.326375192922919,13.853509150461537,26.143470626656047,4.323182205645449,20.82740003125589,14.0,53.0,80572.0,88.57345288,Flood,0.032975707481535006
10.272595205091916,13.845054095676183,26.5959661987798,4.481229522345562,21.530954791097972,14.0,53.0,136547.03049938395,88.57345288,Flood,0.05591735621337544
5.045576501207757,-16.481674175112538,68.4,12.0,20.2,16.0,105.0,136547.0965678863,92.6696698,Flood,0.055917383291884545
12.70383964900863,-9.91280547889734,71.1,12.3,21.6,8.7,84.0,136547.13566544952,94.3490925,Flood,0.055917399316218135
12.70383964900863,-9.91280547889734,71.1,12.3,21.6,8.7,84.0,136547.13566544952,94.3490925,Flood,0.055917399316218135
12.157093697873966,-10.548658545923253,71.1,12.3,21.6,8.7,84.0,401250.0,94.3490925,Flood,0.1644072041041245
23.600142881370452,-1.1258447390007262,73.7,12.6,23.1,12.9,42.0,172917.0,95.51296742,Flood,0.07082377175664283
23.587595870741033,-1.1422905470098002,73.7,12.6,23.1,12.9,42.0,136547.18487717415,95.51296742,Flood,0.05591741948589183
4.2,2.2,29.624377504803494,3.227293357033947,13.094966130033345,29.9,57.0,136546.98447738995,87.46993221,Flood,0.055917337351028946
4.2,2.2,28.587280632523466,2.914769632921919,11.735066034575723,29.9,57.0,26424.0,87.46993221,Flood,0.010782876420096505
4.2,2.2,29.624377504803494,3.227293357033947,13.094966130033345,29.9,57.0,136546.98447738995,87.46993221,Flood,0.055917337351028946
3.5,1.9,28.341011880453266,3.2132420621578817,12.888944475415322,25.2,55.0,93840.0,88.57345288,Flood,0.03841366423936846
3.5,1.9,28.7071655798025,3.3194921823943977,13.369344938167703,25.2,55.0,136546.9863719113,88.57345288,Flood,0.05591733812750808
3.0,1.6,25.325230030023853,3.566475760428597,13.551606348691244,8.7,30.0,136547.00300982816,90.46017931,Flood,0.055917344946642265
2.6,1.4,23.15182405718147,3.7279318237499046,13.716378539301978,5.3,18.0,136547.0068324664,92.6696698,Flood,0.055917346513369846
2.6,1.4,23.15182405718147,3.7279318237499046,13.716378539301978,5.3,18.0,136547.0068324664,92.6696698,Flood,0.055917346513369846
2.6,1.4,22.303758120309357,3.4720309027499283,12.604369753665743,5.3,18.0,46815.0,92.6696698,Flood,0.019140230674617308
23.070558210471305,25.456640709334767,22.2,1.0,12.0,4.3,10.0,136547.0257982773,94.3490925,Flood,0.055917354286603146
23.070558210471305,25.456640709334767,22.2,1.0,12.0,4.3,10.0,136547.0257982773,94.3490925,Flood,0.055917354286603146
3.1,1.7,25.5,2.0,13.9,9.1,9.0,136547.01643096187,95.51296742,Flood,0.05591735044736165
19.9,0.5,55.3,0.7,1.3,4.2,49.0,136547.039184786,90.46017931,Flood,0.0559173597731313
18.0,0.5,57.9,0.8,1.5,5.7,26.0,136547.06009097124,95.51296742,Flood,0.055917368341636825
4.5,1.2,31.2,2.6,8.5,12.1,9.0,136547.01251847015,88.57345288,Flood,0.055917348843807176
4.5,1.2,31.2,2.6,8.5,12.1,9.0,136547.01251847015,88.57345288,Flood,0.055917348843807176
4.2,1.2,31.6,2.6,8.7,7.9,7.0,136547.01784391847,90.46017931,Flood,0.05591735102646904
4.2,1.2,31.6,2.6,8.7,7.9,7.0,64677.0,90.46017931,Flood,0.026461061516373504
4.3,1.2,33.8,2.9,9.5,7.8,24.0,85852.0,92.6696698,Flood,0.035139742127401806
4.8,1.4,36.4,3.4,10.4,4.0,27.0,136547.0280170794,94.3490925,Flood,0.05591735519599039
5.5,1.6,37.8,4.0,11.0,5.7,31.0,136547.03161012038,95.51296742,Flood,0.055917356668616365
2.735103035311872,3.721247041554908,10.0,0.1,0.5,54.6,36.0,8949.0,87.46993221,Flood,0.0036206594813612274
2.738434427702929,3.725127833607848,10.0,0.1,0.5,54.6,36.0,7484.0,87.46993221,Flood,0.003020221838142504
-9.579880441729687,-12.487334539058615,11.3,0.2,0.5,112.8,37.0,39334.0,88.57345288,Flood,0.016074105071259448
-11.970709135187501,-17.465106900411314,13.3,0.2,0.6,136.3,29.0,23531.0,90.46017931,Flood,0.009597165770381989
-3.783872304767109,-7.634078924799304,13.9,0.2,0.7,95.5,29.0,136546.85913394444,92.6696698,Flood,0.055917285978385245
0.8669792871179034,-3.4943238577285403,14.5,0.2,0.7,87.5,17.0,136546.8780488109,95.51296742,Flood,0.05591729373073872
0.8669792871179034,-3.4943238577285403,14.5,0.2,0.7,87.5,17.0,136546.8780488109,95.51296742,Flood,0.05591729373073872
19.0,1.2,53.72639692312994,4.2494009504207035,9.135250963618656,5.8,17.0,136547.08756565236,87.46993221,Flood,0.05591737960227353
17.2,1.1,52.0065729068434,4.260996959521338,9.932188600728566,20.5,33.0,136547.0651696618,90.46017931,Flood,0.05591737042316378
17.4,1.1,51.852644902885984,4.423686959285152,10.181584999133598,23.3,31.0,136547.0653577258,92.6696698,Flood,0.05591737050024276
9.2,16.6,34.7,20.0,62.8,12.4,28.0,186816.0,87.46993221,Flood,0.07652034704885924
9.4,17.5,38.7,22.8,71.9,14.2,15.0,136547.2976109632,88.57345288,Flood,0.055917465690404185
10.0,19.2,42.8,26.0,81.8,16.0,18.0,136547.34758942062,90.46017931,Flood,0.05591748617432718
10.0,19.2,42.8,26.0,81.8,16.0,18.0,86947.0,90.46017931,Flood,0.03558853340339122
10.4,20.4,47.1,29.5,92.2,14.9,18.0,136547.40353705658,92.6696698,Flood,0.055917509104748124
10.4,20.4,47.1,29.5,92.2,14.9,18.0,257477.0,92.6696698,Flood,0.10548111449423683
12.0,24.0,53.5,34.9,107.6,14.6,17.0,136547.48831547445,94.3490925,Flood,0.055917543851610525
12.0,24.0,53.5,34.9,107.6,14.6,17.0,136547.48831547445,94.3490925,Flood,0.055917543851610525
12.7,26.2,58.5,39.4,120.5,5.8,11.0,136547.565889691,95.51296742,Flood,0.055917575645794665
12.7,26.2,58.5,39.4,120.5,5.8,11.0,136547.565889691,95.51296742,Flood,0.055917575645794665
12.7,26.2,58.5,39.4,120.5,5.8,11.0,136547.565889691,95.51296742,Flood,0.055917575645794665
8.4,0.4,34.331219753789085,3.5294597877197758,10.46124934217133,15.7,17.0,136547.02403580083,88.57345288,Flood,0.05591735356424327
8.4,0.4,36.0134667347313,3.5153723855977352,10.297963889504524,13.5,32.0,50430.0,90.46017931,Flood,0.020621856667952247
8.8,0.4,40.862954856226466,4.201386153714606,12.757239681368134,14.4,53.0,136547.02888663654,94.3490925,Flood,0.05591735555238277
9.8,0.5,40.16378741169142,4.237982244044347,12.048997799779208,11.6,39.0,95375.0,95.51296742,Flood,0.03904279173584679
12.8,25.5,14.0,1.8,28.0,20.2,13.0,21148.0,87.46993221,Flood,0.00862048119441597
12.8,25.5,14.0,1.8,28.0,20.2,13.0,136547.04679673398,87.46993221,Flood,0.05591736289292659
12.8,25.5,14.0,1.8,28.0,20.2,13.0,136547.04679673398,87.46993221,Flood,0.05591736289292659
12.8,25.5,14.0,1.8,28.0,20.2,13.0,136547.04679673398,87.46993221,Flood,0.05591736289292659
12.8,25.5,14.0,1.8,28.0,20.2,13.0,73485.0,87.46993221,Flood,0.030071064766524023
12.8,25.5,14.0,1.8,28.0,20.2,13.0,137040.0,87.46993221,Flood,0.05611940225100589
12.4,25.2,12.1,1.6,24.6,20.4,13.0,111748.0,88.57345288,Flood,0.045753348413266684
12.4,25.2,12.1,1.6,24.6,20.4,13.0,136547.02779331917,88.57345288,Flood,0.05591735510428113
12.4,25.2,12.1,1.6,24.6,20.4,13.0,31431.0,88.57345288,Flood,0.01283502063825087
12.4,25.2,12.1,1.6,24.6,20.4,13.0,136547.02779331917,88.57345288,Flood,0.05591735510428113
12.4,25.2,12.1,1.6,24.6,20.4,13.0,136547.02779331917,88.57345288,Flood,0.05591735510428113
12.4,25.2,12.1,1.6,24.6,20.4,13.0,136547.02779331917,88.57345288,Flood,0.05591735510428113
12.4,25.2,12.1,1.6,24.6,20.4,13.0,136547.02779331917,88.57345288,Flood,0.05591735510428113
12.1,25.2,12.8,2.7,26.7,19.5,11.0,136547.0401913464,90.46017931,Flood,0.055917360185675155
12.1,25.2,12.8,2.7,26.7,19.5,11.0,136547.0401913464,90.46017931,Flood,0.055917360185675155
12.3,26.0,14.2,3.4,30.1,19.2,14.0,136547.05617437622,92.6696698,Flood,0.05591736673640059
14.1,30.5,24.3,10.3,52.6,15.4,11.0,136547.18359069838,94.3490925,Flood,0.05591741895862324
14.1,30.5,24.3,10.3,52.6,15.4,11.0,136547.18359069838,94.3490925,Flood,0.05591741895862324
14.1,30.5,24.3,10.3,52.6,15.4,11.0,136547.18359069838,94.3490925,Flood,0.05591741895862324
14.1,30.5,24.3,10.3,52.6,15.4,11.0,136547.18359069838,94.3490925,Flood,0.05591741895862324
14.1,30.5,24.3,10.3,52.6,15.4,11.0,136547.18359069838,94.3490925,Flood,0.05591741895862324
14.1,30.5,24.3,10.3,52.6,15.4,11.0,136547.18359069838,94.3490925,Flood,0.05591741895862324
14.1,30.5,24.3,10.3,52.6,15.4,11.0,136547.18359069838,94.3490925,Flood,0.05591741895862324
14.1,30.5,24.3,10.3,52.6,15.4,11.0,136547.18359069838,94.3490925,Flood,0.05591741895862324
16.9,37.2,32.6,19.2,72.0,5.6,11.0,136547.2995515033,95.51296742,Flood,0.05591746648574434
16.9,37.2,32.6,19.2,72.0,5.6,11.0,136547.2995515033,95.51296742,Flood,0.05591746648574434
16.9,37.2,32.6,19.2,72.0,5.6,11.0,136547.2995515033,95.51296742,Flood,0.05591746648574434
16.9,37.2,32.6,19.2,72.0,5.6,11.0,136547.2995515033,95.51296742,Flood,0.05591746648574434
8.1,0.3,37.72454554003711,3.5962040239761484,11.200029636605855,6.6,37.0,136547.02878724982,87.46993221,Flood,0.05591735551164862
5.8,0.2,37.007012696514735,4.253337903433148,14.002261362972291,4.7,58.0,136547.0231226246,95.51296742,Flood,0.055917353189973394
23.0,1.9,60.12666293164559,4.528320427552079,8.848874952315983,5.7,16.0,136547.10841110337,87.46993221,Flood,0.05591738814588683
23.2,1.9,60.43872718163428,4.653306692943482,9.073116080420832,4.2,15.0,136547.11179913458,88.57345288,Flood,0.05591738953448852
21.9,1.9,58.014943674077074,5.111038087360577,10.628708694762757,1.6,14.0,136547.1120000406,94.3490925,Flood,0.05591738961683086
21.6,1.9,57.458178394652876,5.196152147398936,10.938449206392768,1.5,14.0,136547.1114215253,95.51296742,Flood,0.05591738937972345
21.6,1.9,57.458178394652876,5.196152147398936,10.938449206392768,1.5,14.0,136547.1114215253,95.51296742,Flood,0.05591738937972345
21.6,1.9,57.458178394652876,5.196152147398936,10.938449206392768,1.5,14.0,136547.1114215253,95.51296742,Flood,0.05591738937972345
7.4,0.5,8.3,-0.47998198207617637,0.6,176.4,53.0,28653.0,87.46993221,Flood,0.011696443318891407
7.4,0.5,8.3,-1.0739846389930285,0.6,176.4,53.0,574057.0,87.46993221,Flood,0.23523302513600017
7.8,0.5,21.3,0.3,1.5,158.3,28.0,2924.0,92.6696698,Flood,0.0011512828258029982
7.8,0.5,21.3,0.3,1.5,158.3,28.0,136546.85810587395,92.6696698,Flood,0.05591728555702537
8.2,0.6,24.0,0.4,1.7,36.2,25.0,136546.94072242308,94.3490925,Flood,0.05591731941783496
8.2,0.6,24.0,0.4,1.7,36.2,25.0,136546.94072242308,94.3490925,Flood,0.05591731941783496
8.2,0.6,24.0,0.4,1.7,36.2,25.0,136546.94072242308,94.3490925,Flood,0.05591731941783496
5.9,1.8,37.2,4.1,11.3,4.8,14.0,136547.04389512257,87.46993221,Flood,0.05591736170368651
5.9,1.8,37.2,4.1,11.3,4.8,14.0,136547.04389512257,87.46993221,Flood,0.05591736170368651
6.9,2.1,42.6,5.2,13.2,5.1,13.0,136547.06862799387,88.57345288,Flood,0.05591737184057863
7.6,2.4,42.9,5.2,13.5,6.6,12.0,136547.070745732,90.46017931,Flood,0.055917372708544286
7.6,2.4,42.9,5.2,13.5,6.6,12.0,810942.0,90.46017931,Flood,0.33232153784171153
7.6,2.4,42.9,5.2,13.5,6.6,12.0,288499.0,90.46017931,Flood,0.11819563774879739
8.1,2.6,47.8,6.2,15.5,12.6,26.0,136547.08055067333,94.3490925,Flood,0.05591737672714898
8.1,2.6,47.8,6.2,15.5,12.6,26.0,136547.08055067333,94.3490925,Flood,0.05591737672714898
8.1,2.6,47.8,6.2,15.5,12.6,26.0,322183.0,94.3490925,Flood,0.13200119513731579
8.3,2.7,50.5,6.8,16.6,10.9,26.0,136547.09403589123,95.51296742,Flood,0.05591738225413359
8.3,2.7,50.5,6.8,16.6,10.9,26.0,136547.09403589123,95.51296742,Flood,0.05591738225413359
8.3,2.7,50.5,6.8,16.6,10.9,26.0,152175.0,95.51296742,Flood,0.06232255838077747
8.604461633186034,14.058157409837495,6.3,0.4,2.4,19.3,36.0,136546.90392455467,88.57345288,Flood,0.05591730433604289
3.680911189553653,8.221920683326342,7.4,0.4,2.8,23.8,49.0,47884.0,95.51296742,Flood,0.019578365719396022
17.70577526918286,18.114108429460558,14.7,0.4,1.5,16.6,14.0,136546.94802886058,87.46993221,Flood,0.05591732241241524
12.797583679822994,25.40475932383466,13.9076336753167,5.7091012065788584,30.63679840573502,3.6,29.995737779430534,136547.05818778556,92.6696698,Flood,0.05591736756160657
12.629065037900817,24.734257368294422,14.367689494658556,5.644849988158756,30.10076630758089,5.1,30.200144751839947,136547.05594106505,92.6696698,Flood,0.055917366640776824
6.922133440173647,3.5680657170077996,19.3,1.1,3.8,64.2,21.0,197785.0,87.46993221,Flood,0.08101604705463819
-10.74508405666969,-11.490713282645125,16.6,0.9,3.3,67.4,82.0,136546.85360706787,88.57345288,Flood,0.05591728371316699
-10.634095978214383,-11.362756161097955,16.6,0.9,3.3,67.4,82.0,57183.0,88.57345288,Flood,0.02338960779741029
-10.54616447418356,-10.23407120431126,14.5,0.7,2.8,57.9,85.0,24193.0,92.6696698,Flood,0.00986848981120847
-10.716903705150745,-10.4313401321293,14.5,0.7,2.8,57.9,85.0,136546.84937123157,92.6696698,Flood,0.05591728197708811
-7.0188084586048,-6.335344154708192,13.9,0.6,2.7,48.7,77.0,88755.0,94.3490925,Flood,0.03632955132758198
-6.436675837344469,-6.848033284445414,13.4,0.7,2.6,61.8,63.0,136546.86165721357,95.51296742,Flood,0.05591728701255983
35.3,4.0,89.66833956855055,5.452074265110844,9.466737710829925,17.9,80.0,136547.15524566872,87.46993221,Flood,0.05591740734126979
34.9,4.1,75.90884730894247,5.094596602299583,6.996457596068206,31.5,5.0,136547.1468990073,88.57345288,Flood,0.05591740392034848
34.7,4.3,75.07007277389691,5.3645110475418845,7.814917779130848,38.8,7.0,136547.14179684594,92.6696698,Flood,0.05591740182920191
34.7,4.3,73.60888607644435,4.888538571090321,5.901360186726441,38.8,7.0,14768.0,92.6696698,Flood,0.006005605997326926
